what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959702609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959726593
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340959728687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959734343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959734515
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340959741093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959741343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959751734
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1340959754031
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1340959755906
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1340959758421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959764718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959764875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959768953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959805234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959818640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959818671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959818718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959831093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1340959834593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959840109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959881203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1340959884625
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340959888703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959891984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959891984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959892046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959918890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1340959923593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959929078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959929140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959932890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959932937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959936359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959936468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959938921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959939031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959941703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959941765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959944281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340959944328
